genome	taxgroup	taxclade	genome_type	depth	lat	lon	cruise	station	date	ocean	location	siderophore	n_genomes	n_markers	n_msets	complete	contami	strain_het	genome_size	n_ambig_bp	n_scaffolds	n_contigs	N50_scaff	N50_contig	mean_scaff_len	mean_contig_len	longest_scaff	longest_contig	perc_gc	gc_stdev	code_dens	translation	n_genes	n0_markers	n1_markers	n2_markers	n3_markers	n4_markers	n5_markers
AG-355-I04	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	94.87	0.44	100	1559003	0	52	52	104498	104498	29980	29980	194222	194222	31.4	2.92	91.26	11	1807	40	689	1	0	0	0
AG-355-I20	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	82.05	0.29	100	1393450	0	39	39	63073	63073	35729	35729	180192	180192	31.2	2.14	90.25	11	1635	124	604	2	0	0	0
AG-355-J04	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	72.88	1.54	100	1108725	0	43	43	36034	36034	25784	25784	130511	130511	31.3	2.25	90.57	11	1282	221	504	5	0	0	0
AG-355-J09	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	90.39	0.22	0	1583267	0	46	46	90284	90284	34418	34418	165556	165556	31.5	3.25	90.46	11	1824	60	669	1	0	0	0
AG-355-J17	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	50.21	0	0	873010	0	36	36	37380	37380	24250	24250	162086	162086	31.1	3.68	89.42	11	1090	398	332	0	0	0	0
AG-355-J21	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	42.23	0	0	740959	0	25	25	42383	42383	29638	29638	92276	92276	31	1.58	89.43	11	917	442	288	0	0	0	0
AG-355-J23	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	84.44	0.44	50	1452025	0	59	59	62592	62592	24610	24610	132434	132434	31.4	2.25	91.1	11	1694	102	626	2	0	0	0
AG-355-K03	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	79.82	0	0	1291877	0	56	56	53104	53104	23069	23069	334459	334459	31.7	2.4	91.8	11	1474	134	596	0	0	0	0
AG-355-K10	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	55.35	0	0	865356	0	22	22	98499	98499	39334	39334	256327	256327	31.4	2.41	91.38	11	979	310	420	0	0	0	0
AG-355-K13	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	69.88	0.05	0	1161174	0	45	45	87022	87022	25803	25803	157872	157872	31.4	2.79	91.23	11	1299	192	537	1	0	0	0
AG-355-K15	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	87.17	0.26	0	1360080	0	28	28	101790	101790	48574	48574	198885	198885	31.5	2.3	90.45	11	1592	102	626	2	0	0	0
AG-355-K20	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	93.35	0	0	1547190	0	30	30	204441	204441	51573	51573	278113	278113	31.3	2.04	90.69	11	1821	53	677	0	0	0	0
AG-355-K23	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	80.06	0.44	0	1239607	0	65	65	39163	39163	19070	19070	91209	91209	31.5	1.92	90.86	11	1483	154	575	1	0	0	0
AG-355-L02	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	88.71	0	0	1432877	0	26	26	100737	100737	55110	55110	197374	197374	31.5	3.2	91.13	11	1684	78	652	0	0	0	0
AG-355-L20	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	87.32	0.04	100	1415685	0	31	31	88180	88180	45667	45667	193266	193266	31.3	2.03	90.39	11	1672	92	637	1	0	0	0
AG-355-L21	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	37.76	0.11	100	659930	0	35	35	30493	30493	18855	18855	68675	68675	31.8	1.87	91.69	11	739	445	283	2	0	0	0
AG-355-L22	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	72.63	0	0	1182250	0	53	53	48214	48214	22306	22306	117685	117685	31.3	1.94	91.33	11	1410	203	527	0	0	0	0
AG-355-M02	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	94.43	0.03	100	1537562	0	22	22	119779	119779	69889	69889	251693	251693	31.2	2.19	91	11	1798	40	689	1	0	0	0
AG-355-M18	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	84.82	0	0	1402439	0	52	52	53942	53942	26969	26969	125899	125899	31.1	2	90.7	11	1650	146	584	0	0	0	0
AG-355-N02	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	88.65	0.44	0	1484681	0	38	38	81983	81983	39070	39070	146576	146576	31.3	2.13	91	11	1748	65	664	1	0	0	0
AG-355-N16	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	95.3	0.15	0	1648612	0	23	23	176379	176379	71678	71678	513295	513295	31.2	2.12	90.61	11	1900	32	697	1	0	0	0
AG-355-N18	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	90.81	0	0	1659147	0	49	49	103627	103627	33860	33860	308802	308802	31.5	2.23	89.69	11	1945	64	666	0	0	0	0
AG-355-N21	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	35.02	0	0	498766	0	15	15	97721	97721	33251	33251	219188	219188	32.2	1.62	91.62	11	547	481	249	0	0	0	0
AG-355-N22	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	89.91	0	0	1481069	0	45	45	98594	98594	32912	32912	219199	219199	31.3	3.02	90.81	11	1714	87	643	0	0	0	0
AG-355-N23	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	60.96	0	0	998790	0	55	55	46039	46039	18159	18159	122916	122916	32.2	2.28	91.97	11	1112	236	494	0	0	0	0
AG-355-O17	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	96.8	0	0	1592611	0	32	32	124097	124097	49769	49769	323530	323530	31.3	2.75	90.68	11	1878	19	711	0	0	0	0
AG-355-O19	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	35.71	0	0	647015	0	27	27	40477	40477	23963	23963	76336	76336	31.8	2.27	89.81	11	776	428	302	0	0	0	0
AG-355-P07	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	92.65	0.26	50	1524965	0	30	30	103233	103233	50832	50832	265933	265933	31.3	1.77	90.36	11	1766	49	679	2	0	0	0
AG-355-P11	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	94.17	0	0	1577421	0	37	37	101178	101178	42633	42633	207354	207354	31.3	2.23	90.45	11	1842	43	687	0	0	0	0
AG-355-P15	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	77.01	0.44	0	1310019	0	45	45	46899	46899	29111	29111	157797	157797	31.5	2.84	90.28	11	1565	170	559	1	0	0	0
AG-355-P16	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	91.46	0	0	1457356	0	45	45	67521	67521	32385	32385	193880	193880	31.3	2.28	90.7	11	1745	59	671	0	0	0	0
AG-355-P18	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	90.02	0	0	1451366	0	47	47	72315	72315	30880	30880	172085	172085	31.4	2.34	91.15	11	1689	82	648	0	0	0	0
AG-355-P23	prochlorococcus	proHL2	sag	10	31.07	-64.17	BATS248	BATS	7/14/09	n_atlantic	BATS	0	18	730	228	32.82	0	0	503776	0	31	31	25997	25997	16250	16250	104388	104388	31.9	1.43	91.18	11	581	511	219	0	0	0	0
AG-363-A05	prochlorococcus	proHL2	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	46.47	0.52	100	792439	0	34	34	34813	34813	23307	23307	123984	123984	31.3	1.87	90.41	11	909	375	350	5	0	0	0
AG-388-A01	prochlorococcus	proHL2	sag	10	36.2	-53.31	GA02(L1)	16	5/20/10	n_atlantic	GA02	0	18	730	228	92.15	0.11	0	1546107	0	38	38	110888	110888	40687	40687	390212	390212	31.1	2.73	90.58	11	1775	63	666	1	0	0	0
AG-388-F11	prochlorococcus	proHL2	sag	10	36.2	-53.31	GA02(L1)	16	5/20/10	n_atlantic	GA02	0	18	730	228	87.4	0	0	1499217	0	37	37	77673	77673	40519	40519	209991	209991	31.2	2.35	90.11	11	1759	79	651	0	0	0	0
AG-412-A14	prochlorococcus	proHL2	sag	100	24.71	-67.07	GA02(L2)	25	6/17/10	n_atlantic	GA02	0	18	730	228	83.67	0.44	0	1390573	0	36	36	104573	104573	38627	38627	185885	185885	31.1	3.49	89.9	11	1614	135	594	1	0	0	0
AG-412-C21	prochlorococcus	proHL2	sag	100	24.71	-67.07	GA02(L2)	25	6/17/10	n_atlantic	GA02	0	18	730	228	71.4	0.15	0	1251759	0	65	65	34624	34624	19257	19257	86895	86895	31.2	2.02	89.45	11	1481	202	526	2	0	0	0
AG-412-J13	prochlorococcus	proHL2	sag	100	24.71	-67.07	GA02(L2)	25	6/17/10	n_atlantic	GA02	0	18	730	228	97.57	0.15	0	1828325	0	58	58	74039	74039	31522	31522	197232	197232	31.4	2.96	88.52	11	2031	32	697	1	0	0	0
AG-418-B17	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	63.84	0	0	1096370	0	64	64	57818	57818	17130	17130	133854	133854	31.6	2.92	91.09	11	1328	252	478	0	0	0	0
AG-418-C17	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	56.81	0.99	0	1131705	0	48	48	42777	42777	23577	23577	210333	210333	31.5	2.79	91.78	11	1355	339	384	7	0	0	0
AG-418-D13	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	94.31	0	0	1619825	0	23	23	159240	159240	70427	70427	223977	223977	31.2	2.49	90.27	11	1828	79	651	0	0	0	0
AG-418-F08	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	83.07	0.42	100	1323692	0	40	40	59428	59428	33092	33092	179892	179892	31.5	3.02	90.27	11	1529	140	583	7	0	0	0
AG-418-F16	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	66.73	0	0	1169063	0	54	54	36639	36639	21649	21649	88476	88476	31.2	2.41	89.91	11	1373	223	507	0	0	0	0
AG-418-G18	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	68.29	0.44	100	1150210	0	40	40	57949	57949	28755	28755	177065	177065	31.3	2.21	91.23	11	1316	201	527	2	0	0	0
AG-418-G23	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	71.91	0	0	1179322	0	61	61	39876	39876	19333	19333	69088	69088	31.3	2.35	90.57	11	1382	236	494	0	0	0	0
AG-418-I20	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	92.36	0.11	0	1498119	0	24	24	184545	184545	62421	62421	356692	356692	31.3	2.77	90.3	11	1719	52	677	1	0	0	0
AG-418-I21	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	68.96	0.15	0	1104520	0	53	53	38932	38932	20840	20840	114649	114649	31.6	2.24	90.98	11	1295	227	502	1	0	0	0
AG-418-J17	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	86.15	0.15	0	1454284	0	53	53	72518	72518	27439	27439	253893	253893	31.4	2.55	90.45	11	1706	137	592	1	0	0	0
AG-418-J19	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	70.77	0.15	0	1071668	0	64	64	33769	33769	16744	16744	78023	78023	31.7	2.14	90.4	11	1313	215	514	1	0	0	0
AG-418-K17	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	79	0	0	1273010	0	45	45	75323	75323	28289	28289	236858	236858	31.4	2.56	90.79	11	1468	136	594	0	0	0	0
AG-418-L19	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	45.5	0	0	684985	0	16	16	55937	55937	42811	42811	114755	114755	32.2	1.61	92.23	11	745	337	393	0	0	0	0
AG-418-O02	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	73.68	0.29	0	1340197	0	48	48	61104	61104	27920	27920	148115	148115	31.4	2.75	90.46	11	1610	156	572	2	0	0	0
AG-418-O03	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	80.73	0	0	1313503	0	74	74	53238	53238	17750	17750	170043	170043	31.7	2.67	90.73	11	1569	130	600	0	0	0	0
AG-418-P06	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	86.73	0	0	1442942	0	41	41	124676	124676	35193	35193	178217	178217	31.4	1.97	90.23	11	1714	100	630	0	0	0	0
AG-418-P13	prochlorococcus	proHL2	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	90.94	0.22	0	1498982	0	36	36	95395	95395	41638	41638	156886	156886	31.5	2.53	90.49	11	1723	68	661	1	0	0	0
AG-424-A03	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	64.81	0.66	0	1097307	0	57	57	35562	35562	19251	19251	62424	62424	31.4	2.53	89.47	11	1369	247	481	2	0	0	0
AG-424-A14	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	77.93	0.22	0	1253221	0	58	58	47005	47005	21607	21607	150716	150716	31.5	2.29	91.16	11	1503	148	581	1	0	0	0
AG-424-E18	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	90.28	0	0	1453179	0	31	31	104505	104505	46876	46876	343781	343781	31.3	2.45	90.3	11	1701	65	665	0	0	0	0
AG-424-G03	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	54.22	0	0	943198	0	41	41	53985	53985	23004	23004	153238	153238	31.5	2.56	90.36	11	1146	303	427	0	0	0	0
AG-424-J22	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	87.9	0	0	1445102	0	33	33	95791	95791	43790	43790	249607	249607	31.4	2.41	90.26	11	1721	85	645	0	0	0	0
AG-424-M03	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	63.42	0.55	50	1118237	0	71	71	25061	25061	15749	15749	109599	109599	31.4	2.03	89.92	11	1285	249	479	2	0	0	0
AG-424-P16	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	71.92	0	0	1237428	0	54	54	48328	48328	22915	22915	73851	73851	31.2	2.43	90.31	11	1515	183	547	0	0	0	0
AG-424-P18	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	91.57	0	0	1479330	0	45	45	91827	91827	32874	32874	220637	220637	31.2	3.49	90.45	11	1743	80	650	0	0	0	0
AG-424-P23	prochlorococcus	proHL2	sag	90	38.32	-68.87	GA03(L2)	4	11/12/11	n_atlantic	GA03	0	18	730	228	87.98	0	0	1453684	0	40	40	62147	62147	36342	36342	133541	133541	31.4	1.79	91.05	11	1693	77	653	0	0	0	0
AG-429-C19	prochlorococcus	proHL2	sag	90	26.14	-44.83	GA03(L2)	16	11/30/11	n_atlantic	GA03	0	18	730	228	33.73	0.22	100	604614	0	57	57	15597	15597	10607	10607	37416	37416	31.8	1.89	89.77	11	739	452	276	2	0	0	0
AG-432-K16	prochlorococcus	proHL2	sag	100	22.33	-35.87	GA03(L2)	20	12/4/11	n_atlantic	GA03	0	18	730	228	39.27	0.11	0	683382	0	79	79	14744	14744	8650	8650	40659	40659	32	2.93	92.36	11	786	404	325	1	0	0	0
AG-436-A04	prochlorococcus	proHL2	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	88.85	0.15	0	1440735	0	42	42	73711	73711	34303	34303	165613	165613	31.2	2.79	90.07	11	1665	97	632	1	0	0	0
AG-436-D21	prochlorococcus	proHL2	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	70.88	0.32	66.67	1162959	0	47	47	55752	55752	24743	24743	120744	120744	31.5	2.39	91.72	11	1368	182	545	3	0	0	0
AG-436-E22	prochlorococcus	proHL2	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	61.52	0.04	0	1023528	0	60	60	44145	44145	17058	17058	83165	83165	31.4	3.06	89.45	11	1223	261	468	1	0	0	0
B241-526B17	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	55.09	0.27	100	953382	0	52	52	46633	46633	18334	18334	109260	109260	31.5	2.5	90.85	11	1112	302	426	2	0	0	0
B241-526B22	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	48.39	0.22	0	732620	0	61	61	25482	25482	12010	12010	125448	125448	31.7	2.43	91.15	11	872	370	359	1	0	0	0
B241-526D20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	75.64	0	0	1206692	0	39	39	144135	144135	30940	30940	194511	194511	31.3	2.42	90.9	11	1417	179	551	0	0	0	0
B241-526K3	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	55.04	0	0	891202	0	36	36	105893	105893	24755	24755	276166	276166	31.2	1.86	90.99	11	1054	353	377	0	0	0	0
B241-526N9	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	67.6	0	0	1204989	0	41	41	82490	82490	29389	29389	128052	128052	31.2	1.69	90.52	11	1441	240	490	0	0	0	0
B241-527E14	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	64.5	0	0	993141	0	40	40	54483	54483	24828	24828	103465	103465	31.2	1.62	92.04	11	1127	283	447	0	0	0	0
B241-527E15	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	36.18	0.11	100	541419	0	16	16	124348	124348	33838	33838	232091	232091	31.5	2.32	91.07	11	634	484	245	1	0	0	0
B241-527G5	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	59.32	0	0	961801	0	45	45	89141	89141	21373	21373	133272	133272	30.9	1.7	91.73	11	1143	322	408	0	0	0	0
B241-527I9	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	70.12	0	0	1095687	0	31	31	83546	83546	35344	35344	187263	187263	31.6	1.8	90.58	11	1258	238	492	0	0	0	0
B241-527L15	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	62.29	0.2	50	1066191	0	58	58	44466	44466	18382	18382	73840	73840	31.5	2.31	91.94	11	1191	264	462	4	0	0	0
B241-527L16	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	52.24	0	0	900570	0	36	36	72497	72497	25015	25015	129399	129399	31.1	2.85	91.06	11	1063	361	369	0	0	0	0
B241-527L22	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	90.95	0.8	0	1437417	0	39	39	156591	156591	36856	36856	336880	336880	31.3	2.66	91.37	11	1639	59	668	3	0	0	0
B241-527N11	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	80.87	0	0	1315966	0	51	51	79694	79694	25803	25803	316730	316730	31.3	3.4	90.68	11	1570	149	581	0	0	0	0
B241-527P5	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	78.97	0.07	100	1324756	6	46	46	106783	106783	28799	28798	304938	304938	31.2	1.84	90.62	11	1596	134	594	2	0	0	0
B241-528J14	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	61.18	0	0	1043581	0	50	50	66223	66223	20871	20871	106644	106644	31.1	2.63	91.57	11	1194	280	450	0	0	0	0
B241-528J8	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	89.11	0	0	1507741	0	36	36	170424	170424	41881	41881	225134	225134	31.2	2.33	90.56	11	1773	102	628	0	0	0	0
B241-528K19	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	79.7	0.44	100	1315885	0	66	66	48932	48932	19937	19937	116384	116384	31.3	2.06	90.36	11	1593	144	585	1	0	0	0
B241-528N17	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	90.33	0	0	1469229	0	28	28	140503	140503	52472	52472	289713	289713	31.2	3.3	91.19	11	1709	67	663	0	0	0	0
B241-528N20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	65.14	0.22	0	1053266	1	40	40	49453	49453	26331	26331	127066	127066	31.4	1.84	91.32	11	1232	238	491	1	0	0	0
B241-528N8	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	73.6	0	0	1250213	0	45	45	59308	59308	27782	27782	146516	146516	31.3	2.22	91.33	11	1456	182	548	0	0	0	0
B241-528O2	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	88.8	0.23	100	1434672	17	50	51	82780	82780	28693	28130	198380	198380	31	2.42	90.19	11	1684	80	648	2	0	0	0
B241-528P14	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	58	0	0	995736	5	27	27	158770	158770	36879	36878	346589	346589	31	1.91	90.78	11	1210	347	383	0	0	0	0
B241-528P18	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	80.17	0	0	1341710	0	38	38	98349	98349	35308	35308	245336	245336	31.4	3.86	90.89	11	1583	124	606	0	0	0	0
B241-529B19	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	79.86	0.16	50	1338985	1	50	50	110726	110726	26779	26779	292405	292405	31.4	2.74	90.98	11	1548	131	597	2	0	0	0
B241-529C4	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	91.94	0.44	0	1517928	17	36	37	252660	252660	42164	41024	298751	298751	31.2	2.13	90.7	11	1785	61	668	1	0	0	0
B241-529D18	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	89.42	0.06	100	1430613	1	26	26	114818	114818	55023	55023	233178	233177	31.5	1.7	90.72	11	1681	69	660	1	0	0	0
B241-529J11	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	78.26	0.23	66.67	1247751	0	45	45	198383	198383	27727	27727	240532	240532	31.6	2.51	91.86	11	1423	138	589	3	0	0	0
B241-529J15	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	90.31	0	0	1537452	2	55	55	143513	143513	27953	27953	297607	297607	31.2	2.25	91.17	11	1829	64	666	0	0	0	0
B241-529J16	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	50.36	0	0	796501	0	34	34	52501	52501	23426	23426	107462	107462	31.8	1.99	92.24	11	917	316	414	0	0	0	0
B241-529O19	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	76.79	0	0	1244564	0	26	26	114765	114765	47867	47867	241711	241711	31.7	2.57	90.92	11	1443	124	606	0	0	0	0
B243-495D8	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	75.68	0	0	1145287	0	23	23	200938	200938	49795	49795	332876	332876	31.5	1.99	91.13	11	1325	158	572	0	0	0	0
B243-495G23	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	74.96	0	0	1286424	0	36	36	125614	125614	35734	35734	274846	274846	31.3	1.81	90.85	11	1473	158	572	0	0	0	0
B243-495K23	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	94.56	0	0	1555326	0	22	22	167995	167995	70696	70696	333926	333926	31.4	2.28	90.6	11	1802	31	699	0	0	0	0
B243-495L20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	95.61	0	0	1522586	0	30	30	112037	112037	50752	50752	538731	538731	31.4	1.45	90.66	11	1753	19	711	0	0	0	0
B243-495N16	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	75.98	0.15	0	1309578	0	40	40	79795	79795	32739	32739	193273	193273	31.2	2.14	91.48	11	1532	137	592	1	0	0	0
